Record_ID,Date,Shift,Line,Production_Volume,Average_Cycle_Time,Defects_Total,Defect_Rate,Downtime_Total,Defects_Dimensional,Defects_Surface,Defects_Assembly,Defects_Material,Defects_Other,Downtime_Maintenance,Downtime_Setup/Changeover,Downtime_Breakdown,Downtime_Material Shortage,Downtime_Operator Absence,Quality_FPY,Quality_DPMO,Quality_RTY,Quality_Sigma_Level,TimeMotion_Setup_Time_Minutes,TimeMotion_Movement_Time_Seconds,TimeMotion_Machine_Time_Seconds,TimeMotion_Operator_Utilization,TimeMotion_WIP_Average,Efficiency_Factor,Quality_Factor,Reliability_Factor
588,2023-04-03,Night,Line B,351,69.5,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,6.0,27.9,16.5,53.0,0.39,18.7,0.878,0.93,0.875
589,2023-04-04,Morning,Line B,370,69.41,1,0.0027,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9973,2702,0.9959,6.0,6.4,15.8,53.6,0.75,4.1,0.907,0.875,0.942
590,2023-04-04,Afternoon,Line B,359,70.98,1,0.0028,0.4522942296670839,0,1,0,0,0,0.2,0.1,0.1,0.0,0.0,0.9972,2785,0.9958,6.0,17.4,16.6,54.4,0.72,18.9,0.924,0.947,0.96
591,2023-04-04,Night,Line B,381,71.73,0,0.0,0.4645137148651102,0,0,0,0,0,0.1,0.1,0.1,0.1,0.0,1.0,0,1.0,6.0,12.1,18.3,53.5,0.57,22.7,0.916,0.891,0.918
592,2023-04-05,Morning,Line B,373,66.29,0,0.0,1.2662776490945484,0,0,0,0,0,0.4,0.4,0.2,0.1,0.1,1.0,0,1.0,6.0,14.9,20.1,46.2,0.66,11.7,0.939,0.935,0.928
593,2023-04-05,Afternoon,Line B,387,67.84,2,0.0052,0.0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9948,5167,0.9923,6.0,17.2,15.3,52.5,0.53,12.2,0.944,0.889,0.891
594,2023-04-05,Night,Line B,340,68.43,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,6.0,14.4,20.1,48.4,0.57,26.7,0.932,0.906,0.908
595,2023-04-06,Morning,Line B,390,67.44,2,0.0051,0.0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.9949,5128,0.9923,6.0,21.3,15.6,51.9,0.59,15.5,0.952,0.881,0.897
596,2023-04-06,Afternoon,Line B,339,67.44,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,6.0,21.2,16.5,50.9,0.55,20.5,0.896,0.89,0.945
597,2023-04-06,Night,Line B,352,67.59,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,6.0,17.7,12.6,55.0,0.77,21.6,0.94,0.955,0.938
598,2023-04-07,Morning,Line B,325,76.86,0,0.0,2.7881888469348524,0,0,0,0,0,0.9,0.6,0.6,0.4,0.2,1.0,0,1.0,6.0,13.5,16.5,60.4,0.6,11.4,0.869,0.907,0.942
599,2023-04-07,Afternoon,Line B,349,63.77,1,0.0029,3.050622801354147,1,0,0,0,0,0.8,0.8,0.6,0.5,0.4,0.9971,2865,0.9957,6.0,19.3,17.0,46.8,0.61,14.1,0.911,0.914,0.899
600,2023-04-07,Night,Line B,355,70.05,0,0.0,0.6868388049809542,0,0,0,0,0,0.2,0.2,0.1,0.1,0.1,1.0,0,1.0,6.0,17.6,11.2,58.8,0.63,15.1,0.928,0.963,0.909
601,2023-04-10,Morning,Line B,348,66.61,0,0.0,1.1637669278418035,0,0,0,0,0,0.4,0.3,0.2,0.1,0.1,1.0,0,1.0,6.0,15.7,16.2,50.4,0.65,20.3,0.942,0.935,0.933
602,2023-04-10,Afternoon,Line B,348,74.1,2,0.0057,1.1172114477681216,0,1,0,1,0,0.3,0.3,0.3,0.2,0.1,0.9943,5747,0.9914,6.0,27.2,13.7,60.4,0.46,14.8,0.879,0.908,0.905
603,2023-04-10,Night,Line B,423,69.35,0,0.0,1.6312155618687176,0,0,0,0,0,0.4,0.5,0.2,0.3,0.2,1.0,0,1.0,6.0,8.1,11.2,58.2,0.63,21.4,0.941,0.962,0.892
604,2023-04-11,Morning,Line B,374,73.43,0,0.0,7.066337452361625,0,0,0,0,0,2.3,2.1,1.1,1.0,0.6,1.0,0,1.0,6.0,12.2,16.8,56.6,0.68,20.4,0.925,0.878,0.897
605,2023-04-11,Afternoon,Line B,367,68.74,0,0.0,2.4155914283014437,0,0,0,0,0,0.5,0.6,0.6,0.6,0.2,1.0,0,1.0,6.0,17.1,12.5,56.3,0.5,18.0,0.95,0.958,0.912
606,2023-04-11,Night,Line B,371,66.44,1,0.0027,0.14214019897711738,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9973,2695,0.996,6.0,4.9,12.4,54.1,0.7,15.6,0.924,0.886,0.901
607,2023-04-12,Morning,Line B,374,74.65,2,0.0053,0.0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9947,5347,0.992,6.0,16.7,19.4,55.3,0.76,28.5,0.891,0.903,0.883
608,2023-04-12,Afternoon,Line B,345,69.79,0,0.0,0.7919614894151152,0,0,0,0,0,0.2,0.2,0.2,0.1,0.1,1.0,0,1.0,6.0,19.6,12.5,57.3,0.64,19.5,0.938,0.936,0.953
609,2023-04-12,Night,Line B,344,72.85,0,0.0,2.9420337927357907,0,0,0,0,0,1.1,0.9,0.5,0.3,0.2,1.0,0,1.0,6.0,14.6,18.4,54.5,0.64,22.1,0.876,0.947,0.89
610,2023-04-13,Morning,Line B,382,66.32,1,0.0026,3.4191543487396543,1,0,0,0,0,1.0,1.0,0.8,0.4,0.3,0.9974,2617,0.9961,6.0,13.6,19.0,47.3,0.5,20.4,0.949,0.913,0.9
611,2023-04-13,Afternoon,Line B,356,73.87,0,0.0,0.9671837917060503,0,0,0,0,0,0.3,0.3,0.2,0.1,0.1,1.0,0,1.0,6.0,17.6,10.7,63.1,0.38,18.4,0.874,0.901,0.881
612,2023-04-13,Night,Line B,348,69.61,0,0.0,1.5733362883172113,0,0,0,0,0,0.4,0.4,0.4,0.2,0.1,1.0,0,1.0,6.0,11.4,21.0,48.6,0.52,34.4,0.902,0.937,0.904
613,2023-04-14,Morning,Line B,335,78.37,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,6.0,20.4,20.4,58.0,0.62,15.6,0.877,0.948,0.942
614,2023-04-14,Afternoon,Line B,369,65.09,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,6.0,18.2,19.8,45.3,0.68,15.9,0.921,0.941,0.938
615,2023-04-14,Night,Line B,381,70.13,1,0.0026,5.2450531699360265,1,0,0,0,0,1.6,1.3,1.1,0.9,0.4,0.9974,2624,0.9961,6.0,5.6,12.0,58.1,0.58,11.0,0.928,0.931,0.901
616,2023-04-17,Morning,Line B,340,72.57,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,6.0,24.9,18.3,54.3,0.59,18.1,0.892,0.908,0.952
617,2023-04-17,Afternoon,Line B,369,73.04,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,6.0,15.9,17.1,55.9,0.67,13.5,0.89,0.931,0.95
618,2023-04-17,Night,Line B,392,71.46,0,0.0,0.4059799077809852,0,0,0,0,0,0.1,0.1,0.1,0.1,0.0,1.0,0,1.0,6.0,9.3,14.9,56.5,0.73,8.3,0.897,0.875,0.934
619,2023-04-18,Morning,Line B,400,71.32,3,0.0075,0.540989703467597,1,2,0,0,0,0.2,0.1,0.1,0.1,0.1,0.9925,7500,0.9888,6.0,28.9,21.4,49.9,0.43,10.6,0.918,0.919,0.955
620,2023-04-18,Afternoon,Line B,347,67.5,1,0.0029,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9971,2881,0.9957,6.0,10.8,15.0,52.5,0.6,16.1,0.938,0.91,0.909
621,2023-04-18,Night,Line B,346,71.49,0,0.0,7.43360253986262,0,0,0,0,0,2.5,2.2,1.6,0.8,0.4,1.0,0,1.0,6.0,12.8,14.1,57.3,0.45,13.2,0.866,0.884,0.881
622,2023-04-19,Morning,Line B,376,67.33,2,0.0053,0.33436860450492706,0,1,1,0,0,0.1,0.1,0.1,0.0,0.0,0.9947,5319,0.992,6.0,15.8,10.6,56.7,0.5,11.5,0.92,0.894,0.962
623,2023-04-19,Afternoon,Line B,383,68.02,0,0.0,1.5583483577012425,0,0,0,0,0,0.6,0.3,0.3,0.3,0.1,1.0,0,1.0,6.0,22.5,11.4,56.6,0.81,15.6,0.928,0.902,0.918
624,2023-04-19,Night,Line B,351,68.13,0,0.0,4.692723353459276,0,0,0,0,0,1.7,0.7,1.3,0.4,0.6,1.0,0,1.0,6.0,18.1,16.4,51.8,0.71,28.4,0.903,0.879,0.921
625,2023-04-20,Morning,Line B,394,69.23,0,0.0,0.5825555536005758,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,1.0,0,1.0,6.0,9.9,10.8,58.5,0.6,26.8,0.944,0.875,0.959
626,2023-04-20,Afternoon,Line B,416,65.48,0,0.0,9.713142428928343,0,0,0,0,0,2.8,3.0,1.4,1.8,0.7,1.0,0,1.0,6.0,25.1,12.2,53.3,0.8,14.9,0.909,0.926,0.883
627,2023-04-20,Night,Line B,369,73.74,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,6.0,26.4,17.3,56.5,0.77,20.2,0.926,0.947,0.91
628,2023-04-21,Morning,Line B,360,70.38,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,6.0,19.7,8.8,61.6,0.63,11.8,0.897,0.916,0.937
629,2023-04-21,Afternoon,Line B,394,65.76,1,0.0025,2.0432980088936863,0,0,0,1,0,0.4,0.9,0.3,0.2,0.3,0.9975,2538,0.9962,6.0,11.5,12.1,53.6,0.64,7.1,0.953,0.946,0.93
630,2023-04-21,Night,Line B,384,67.45,0,0.0,0.5601330165911773,0,0,0,0,0,0.2,0.2,0.1,0.1,0.0,1.0,0,1.0,6.0,20.4,8.2,59.3,0.52,22.6,0.913,0.96,0.943
631,2023-04-24,Morning,Line B,374,70.83,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,6.0,12.5,19.6,51.2,0.64,19.6,0.888,0.92,0.965
632,2023-04-24,Afternoon,Line B,356,65.52,0,0.0,0.6441064216659805,0,0,0,0,0,0.2,0.2,0.1,0.1,0.0,1.0,0,1.0,6.0,9.8,17.3,48.2,0.62,16.4,0.94,0.944,0.942
633,2023-04-24,Night,Line B,333,66.13,1,0.003,3.4491409749808577,1,0,0,0,0,0.9,0.9,0.8,0.5,0.3,0.997,3003,0.9955,6.0,10.9,11.6,54.5,0.53,17.6,0.915,0.893,0.914
634,2023-04-25,Morning,Line B,346,67.51,0,0.0,0.8201370732578167,0,0,0,0,0,0.3,0.2,0.2,0.1,0.1,1.0,0,1.0,6.0,12.9,18.0,49.5,0.76,24.9,0.954,0.944,0.962
635,2023-04-25,Afternoon,Line B,371,69.2,0,0.0,2.248976631378858,0,0,0,0,0,0.6,0.5,0.5,0.4,0.2,1.0,0,1.0,6.0,23.9,19.5,49.7,0.48,11.0,0.945,0.931,0.903
636,2023-04-25,Night,Line B,342,71.39,0,0.0,0.05647639487681519,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,6.0,20.6,12.0,59.4,0.61,13.2,0.865,0.922,0.892
637,2023-04-26,Morning,Line B,341,67.3,0,0.0,1.8188850185589192,0,0,0,0,0,0.6,0.4,0.3,0.3,0.1,1.0,0,1.0,6.0,19.8,12.4,54.9,0.59,21.6,0.902,0.877,0.907
638,2023-04-26,Afternoon,Line B,364,67.19,0,0.0,2.0769467166800757,0,0,0,0,0,0.6,0.4,0.5,0.4,0.2,1.0,0,1.0,6.0,10.1,18.1,49.1,0.51,18.0,0.928,0.957,0.945
639,2023-04-26,Night,Line B,358,68.26,1,0.0028,0.798640438565868,0,0,1,0,0,0.2,0.2,0.2,0.1,0.1,0.9972,2793,0.9958,6.0,26.2,9.4,58.9,0.66,23.3,0.921,0.95,0.955
640,2023-04-27,Morning,Line B,376,77.02,0,0.0,4.441570751514299,0,0,0,0,0,1.2,1.4,0.7,0.7,0.4,1.0,0,1.0,6.0,11.4,14.0,63.0,0.85,16.0,0.892,0.956,0.91
641,2023-04-27,Afternoon,Line B,354,68.39,0,0.0,2.0657289770759792,0,0,0,0,0,0.8,0.4,0.6,0.2,0.1,1.0,0,1.0,6.0,20.5,17.7,50.7,0.73,21.6,0.917,0.898,0.926
642,2023-04-27,Night,Line B,372,67.88,1,0.0027,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.9973,2688,0.996,6.0,26.4,13.9,54.0,0.75,5.0,0.952,0.956,0.95
643,2023-04-28,Morning,Line B,321,70.53,0,0.0,0.1706530212544999,0,0,0,0,0,0.1,0.0,0.0,0.0,0.0,1.0,0,1.0,6.0,24.5,19.0,51.5,0.61,19.6,0.885,0.932,0.929
644,2023-04-28,Afternoon,Line B,393,72.77,0,0.0,1.0655181762028418,0,0,0,0,0,0.2,0.3,0.2,0.1,0.1,1.0,0,1.0,6.0,20.7,17.4,55.4,0.63,23.2,0.87,0.886,0.929
645,2023-04-28,Night,Line B,390,70.1,0,0.0,2.6014726729052713,0,0,0,0,0,0.7,0.5,0.6,0.4,0.3,1.0,0,1.0,6.0,16.0,11.0,59.1,0.66,10.3,0.947,0.93,0.886
646,2023-05-01,Morning,Line B,381,66.35,1,0.0026,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9974,2624,0.9961,6.0,24.4,16.1,50.2,0.61,10.7,0.935,0.888,0.912
647,2023-05-01,Afternoon,Line B,370,68.78,0,0.0,0.7336791825043453,0,0,0,0,0,0.2,0.2,0.1,0.1,0.1,1.0,0,1.0,6.0,19.0,10.9,57.8,0.78,21.6,0.928,0.939,0.971
648,2023-05-01,Night,Line B,376,67.82,0,0.0,0.2777493993565441,0,0,0,0,0,0.1,0.1,0.0,0.0,0.0,1.0,0,1.0,6.0,14.3,17.6,50.2,0.66,16.2,0.921,0.911,0.967
649,2023-05-02,Morning,Line B,374,69.76,0,0.0,0.07439311004690737,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,6.0,20.2,11.6,58.1,0.63,29.8,0.925,0.951,0.964
650,2023-05-02,Afternoon,Line B,352,66.65,1,0.0028,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9972,2840,0.9957,6.0,20.8,14.1,52.5,0.74,19.0,0.921,0.886,0.947
651,2023-05-02,Night,Line B,404,62.62,1,0.0025,1.695225150292284,0,0,1,0,0,0.4,0.5,0.4,0.2,0.2,0.9975,2475,0.9963,6.0,15.6,10.9,51.7,0.56,26.0,0.957,0.907,0.898
652,2023-05-03,Morning,Line B,358,68.83,0,0.0,0.5889450166561718,0,0,0,0,0,0.2,0.2,0.1,0.1,0.0,1.0,0,1.0,6.0,6.3,11.4,57.4,0.68,13.6,0.903,0.918,0.937
653,2023-05-03,Afternoon,Line B,357,67.81,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,6.0,21.6,12.3,55.6,0.67,18.3,0.936,0.891,0.973
654,2023-05-03,Night,Line B,368,73.01,2,0.0054,1.211344451234551,0,2,0,0,0,0.4,0.3,0.3,0.1,0.1,0.9946,5434,0.9919,6.0,16.4,19.5,53.5,0.51,21.2,0.881,0.884,0.961
655,2023-05-04,Morning,Line B,393,70.17,1,0.0025,1.9112260544264,1,0,0,0,0,0.6,0.4,0.4,0.4,0.2,0.9975,2544,0.9962,6.0,11.6,13.2,57.0,0.57,12.6,0.95,0.912,0.947
656,2023-05-04,Afternoon,Line B,330,76.64,0,0.0,0.6439498071500356,0,0,0,0,0,0.2,0.2,0.1,0.1,0.1,1.0,0,1.0,6.0,23.8,16.9,59.7,0.59,18.3,0.877,0.942,0.95
657,2023-05-04,Night,Line B,340,75.07,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,6.0,32.6,14.5,60.6,0.56,15.9,0.888,0.946,0.966
658,2023-05-05,Morning,Line B,341,69.32,0,0.0,1.4802712959213646,0,0,0,0,0,0.3,0.4,0.3,0.3,0.1,1.0,0,1.0,6.0,9.9,12.7,56.7,0.62,10.9,0.878,0.946,0.963
659,2023-05-05,Afternoon,Line B,374,69.62,0,0.0,2.0868872457731436,0,0,0,0,0,0.6,0.6,0.4,0.3,0.3,1.0,0,1.0,6.0,12.3,13.5,56.2,0.64,24.4,0.932,0.959,0.949
660,2023-05-05,Night,Line B,405,68.23,0,0.0,1.7611051950916556,0,0,0,0,0,0.6,0.4,0.3,0.4,0.1,1.0,0,1.0,6.0,21.6,16.8,51.4,0.72,12.4,0.933,0.897,0.97
661,2023-05-08,Morning,Line B,355,65.33,0,0.0,0.8972915488987743,0,0,0,0,0,0.2,0.2,0.3,0.1,0.1,1.0,0,1.0,6.0,24.1,12.3,53.0,0.83,22.0,0.946,0.92,0.947
662,2023-05-08,Afternoon,Line B,343,73.6,0,0.0,0.7716618519991753,0,0,0,0,0,0.2,0.2,0.2,0.1,0.1,1.0,0,1.0,6.0,14.2,13.3,60.3,0.6,20.5,0.908,0.938,0.947
663,2023-05-08,Night,Line B,381,65.83,1,0.0026,0.9390752893686076,0,1,0,0,0,0.2,0.3,0.2,0.2,0.1,0.9974,2624,0.9961,6.0,15.6,17.2,48.7,0.68,13.9,0.942,0.896,0.974
664,2023-05-09,Morning,Line B,392,67.08,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,6.0,16.4,18.6,48.5,0.67,12.4,0.948,0.913,0.904
665,2023-05-09,Afternoon,Line B,370,73.41,0,0.0,0.33428464643330363,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,1.0,0,1.0,6.0,13.1,12.2,61.2,0.56,14.6,0.879,0.955,0.946
666,2023-05-09,Night,Line B,370,69.84,1,0.0027,1.5569464495579253,0,0,1,0,0,0.4,0.5,0.2,0.3,0.1,0.9973,2702,0.9959,6.0,18.6,12.2,57.6,0.5,8.3,0.92,0.936,0.966
667,2023-05-10,Morning,Line B,332,72.6,1,0.003,1.7031447249017326,0,1,0,0,0,0.5,0.5,0.3,0.2,0.2,0.997,3012,0.9955,6.0,15.6,20.2,52.4,0.75,23.0,0.895,0.922,0.942
668,2023-05-10,Afternoon,Line B,362,68.57,0,0.0,2.9537393915519448,0,0,0,0,0,1.0,0.6,0.5,0.3,0.4,1.0,0,1.0,6.0,13.6,14.6,54.0,0.57,10.2,0.929,0.924,0.887
669,2023-05-10,Night,Line B,353,77.52,0,0.0,0.13623449779519578,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,6.0,19.5,17.5,60.0,0.61,5.1,0.883,0.894,0.951
670,2023-05-11,Morning,Line B,351,67.16,0,0.0,0.6961460419086983,0,0,0,0,0,0.2,0.2,0.1,0.1,0.1,1.0,0,1.0,6.0,15.0,19.9,47.3,0.51,9.8,0.899,0.889,0.957
671,2023-05-11,Afternoon,Line B,383,65.91,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,6.0,24.7,15.8,50.2,0.64,16.2,0.961,0.907,0.893
672,2023-05-11,Night,Line B,356,69.97,1,0.0028,0.05566309168108512,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9972,2808,0.9958,6.0,16.5,14.1,55.9,0.56,13.6,0.911,0.911,0.974
673,2023-05-12,Morning,Line B,353,69.19,1,0.0028,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9972,2832,0.9958,6.0,16.4,14.4,54.8,0.78,12.1,0.912,0.957,0.908
674,2023-05-12,Afternoon,Line B,347,68.27,0,0.0,4.13399316162906,0,0,0,0,0,1.5,0.6,0.6,0.7,0.7,1.0,0,1.0,6.0,22.9,13.7,54.6,0.54,21.0,0.882,0.921,0.891
675,2023-05-12,Night,Line B,398,73.1,0,0.0,1.2147059489726015,0,0,0,0,0,0.4,0.3,0.2,0.2,0.1,1.0,0,1.0,6.0,24.8,12.5,60.6,0.47,14.0,0.914,0.959,0.969
676,2023-05-15,Morning,Line B,411,65.86,0,0.0,0.27122431659857277,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,1.0,0,1.0,6.0,19.9,12.0,53.9,0.68,16.8,0.935,0.972,0.945
677,2023-05-15,Afternoon,Line B,397,65.3,1,0.0025,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9975,2518,0.9962,6.0,20.7,8.5,56.8,0.79,10.4,0.95,0.901,0.915
678,2023-05-15,Night,Line B,386,68.17,1,0.0026,1.14254846801725,1,0,0,0,0,0.4,0.3,0.2,0.1,0.1,0.9974,2590,0.9961,6.0,23.0,15.5,52.7,0.67,15.5,0.935,0.942,0.915
679,2023-05-16,Morning,Line B,365,66.95,0,0.0,4.954387705364589,0,0,0,0,0,1.4,1.3,1.1,0.7,0.4,1.0,0,1.0,6.0,17.2,8.2,58.7,0.53,21.6,0.921,0.975,0.913
680,2023-05-16,Afternoon,Line B,340,64.06,1,0.0029,0.3003935793728553,1,0,0,0,0,0.1,0.1,0.0,0.0,0.0,0.9971,2941,0.9956,6.0,16.8,10.1,54.0,0.78,13.1,0.938,0.887,0.976
681,2023-05-16,Night,Line B,381,67.88,2,0.0052,0.35547010965504033,2,0,0,0,0,0.1,0.1,0.0,0.0,0.0,0.9948,5249,0.9921,6.0,13.1,9.4,58.5,0.57,20.9,0.917,0.91,0.976
682,2023-05-17,Morning,Line B,317,65.56,1,0.0032,3.8805191637641947,0,0,0,1,0,1.1,0.9,1.0,0.5,0.3,0.9968,3154,0.9953,6.0,22.1,10.2,55.4,0.68,16.0,0.903,0.899,0.904
683,2023-05-17,Afternoon,Line B,331,72.32,1,0.003,3.299603277534647,0,0,1,0,0,0.7,1.1,0.5,0.6,0.5,0.997,3021,0.9955,6.0,15.6,10.5,61.9,0.57,12.7,0.921,0.963,0.889
684,2023-05-17,Night,Line B,386,66.86,1,0.0026,1.04409986678485,0,0,0,1,0,0.4,0.2,0.2,0.2,0.1,0.9974,2590,0.9961,6.0,16.2,16.8,50.1,0.62,11.8,0.932,0.89,0.96
685,2023-05-18,Morning,Line B,388,72.19,1,0.0026,0.48645641232462083,0,0,1,0,0,0.1,0.2,0.1,0.0,0.0,0.9974,2577,0.9961,6.0,19.7,15.3,56.9,0.58,16.9,0.938,0.91,0.885
686,2023-05-18,Afternoon,Line B,338,69.96,1,0.003,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.997,2958,0.9956,6.0,20.1,15.2,54.8,0.52,11.8,0.941,0.916,0.941
687,2023-05-18,Night,Line B,338,74.82,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,6.0,23.8,9.7,65.1,0.52,11.0,0.887,0.972,0.939
688,2023-05-19,Morning,Line B,377,71.65,1,0.0027,0.7623209542743458,1,0,0,0,0,0.2,0.2,0.2,0.1,0.1,0.9973,2652,0.996,6.0,16.1,16.7,54.9,0.43,13.5,0.907,0.95,0.92
689,2023-05-19,Afternoon,Line B,381,68.38,1,0.0026,5.449225348220289,0,0,0,1,0,1.7,0.9,1.2,0.9,0.8,0.9974,2624,0.9961,6.0,13.4,9.2,59.2,0.58,13.2,0.924,0.929,0.939
690,2023-05-19,Night,Line B,329,68.81,0,0.0,1.177478992674601,0,0,0,0,0,0.3,0.3,0.2,0.2,0.1,1.0,0,1.0,6.0,25.1,17.5,51.3,0.63,10.2,0.886,0.965,0.942
691,2023-05-22,Morning,Line B,397,62.93,0,0.0,0.29148867929075567,0,0,0,0,0,0.1,0.1,0.0,0.0,0.0,1.0,0,1.0,6.0,10.6,10.6,52.3,0.79,24.8,0.964,0.931,0.957
692,2023-05-22,Afternoon,Line B,386,67.68,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,6.0,19.2,12.8,54.9,0.6,19.0,0.96,0.947,0.941
693,2023-05-22,Night,Line B,382,69.34,1,0.0026,4.01532075002862,0,1,0,0,0,1.1,1.3,0.7,0.6,0.2,0.9974,2617,0.9961,6.0,18.4,12.5,56.8,0.67,14.6,0.961,0.901,0.939
694,2023-05-23,Morning,Line B,366,73.01,0,0.0,1.2659455879103487,0,0,0,0,0,0.4,0.3,0.4,0.2,0.1,1.0,0,1.0,6.0,11.3,11.1,61.9,0.58,26.4,0.878,0.961,0.935
695,2023-05-23,Afternoon,Line B,368,69.47,0,0.0,3.1809394708797623,0,0,0,0,0,1.0,0.9,0.6,0.4,0.3,1.0,0,1.0,6.0,10.1,15.0,54.4,0.55,21.8,0.921,0.928,0.916
696,2023-05-23,Night,Line B,381,68.8,0,0.0,0.6658832350682307,0,0,0,0,0,0.2,0.2,0.2,0.1,0.1,1.0,0,1.0,6.0,21.0,15.1,53.7,0.46,15.5,0.962,0.952,0.9
697,2023-05-24,Morning,Line B,378,71.47,0,0.0,5.052700089397057,0,0,0,0,0,1.6,1.4,0.8,0.8,0.6,1.0,0,1.0,6.0,18.6,18.8,52.7,0.66,26.6,0.92,0.915,0.894
698,2023-05-24,Afternoon,Line B,364,69.26,0,0.0,0.4299677196070176,0,0,0,0,0,0.1,0.1,0.1,0.1,0.0,1.0,0,1.0,6.0,23.0,19.3,50.0,0.51,20.0,0.935,0.897,0.961
699,2023-05-24,Night,Line B,350,70.99,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,6.0,8.2,20.4,50.6,0.59,24.0,0.911,0.941,0.927
700,2023-05-25,Morning,Line B,366,71.97,0,0.0,0.058468863341665886,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,6.0,10.9,12.0,60.0,0.69,6.9,0.92,0.885,0.974
701,2023-05-25,Afternoon,Line B,362,66.46,0,0.0,2.6190632688445,0,0,0,0,0,0.7,0.6,0.6,0.4,0.4,1.0,0,1.0,6.0,17.7,12.9,53.6,0.81,7.1,0.909,0.953,0.894
702,2023-05-25,Night,Line B,351,72.6,0,0.0,0.5660459153142848,0,0,0,0,0,0.2,0.1,0.1,0.1,0.1,1.0,0,1.0,6.0,18.1,15.8,56.8,0.51,19.7,0.876,0.914,0.933
703,2023-05-26,Morning,Line B,364,69.73,0,0.0,0.3691380983146207,0,0,0,0,0,0.1,0.1,0.1,0.1,0.0,1.0,0,1.0,6.0,18.6,21.7,48.0,0.74,14.2,0.92,0.894,0.967
704,2023-05-26,Afternoon,Line B,361,70.16,0,0.0,1.1346166242913296,0,0,0,0,0,0.3,0.3,0.3,0.2,0.1,1.0,0,1.0,6.0,8.2,9.3,60.8,0.76,14.8,0.914,0.947,0.892
705,2023-05-26,Night,Line B,336,74.17,0,0.0,1.032083513243991,0,0,0,0,0,0.3,0.2,0.3,0.2,0.1,1.0,0,1.0,6.0,20.7,14.8,59.4,0.56,26.9,0.883,0.937,0.962
706,2023-05-29,Morning,Line B,357,65.13,0,0.0,1.5829342843146066,0,0,0,0,0,0.3,0.4,0.3,0.2,0.3,1.0,0,1.0,6.0,9.3,17.1,48.0,0.72,20.5,0.956,0.908,0.941
